Username,Review,airline
Grace Z,"Don't use this airline. I will never ever use these people again. I flew from Auckland to London today, with stopover at Kuala Lumpur. The Auckland flight was first delayed by 2 hours due to engineering issues. This caused me to miss my connecting flight. We were issued a…",mas
Alok C,"After many years, we, as a couple, recently flew with Malaysian airlines. On the way from Melbourne to KL, our seats were pre-allocated and that was fine. On our return trip when we did the web check in they had allocated us seats in different rows even though there were two…",mas
shamsul amri I,"It was a great experience from check in till boarding, no issue at all. The cabin crew is as helpful as ever, the in flight entertainment works well. The meals perhaps can be improved but it is way better than other premium airlines. Would recommend Malaysia Airlines to others,…",mas
bhinder s,I don’t know why Malaysian airline people giving that kind of vegetarian food. Which one is mostly South Indian food . North Indian most of them don’t like. With child not recommended.,mas
Nasir Ahmed,Horrible experience when MH 145 was stopped at runway two times on 1st january 2020. I with my family and kids had to struggle a lot and flight delayed 20 hours due to this fault. The response of staff was very bad and it add to our sufferings too much. Irresponsible airport…,mas
VEM59,This is my first ever Airline Review because I felt compelled to write. Returned last night from our holiday from KL to SYD in Economy Extra Leg Room ROW 9. We live in a suburb that flights to Asia fly to the rear of our backyard and the same Aircraft left late that evening. I…,mas
PAT D,"My flight was excellent. Even though I flew economy service was fantastic no complaints. Plenty of legroom, food was delicious. Crew on flight were very nice to me and everyone else. Would recommend flying with Malayan Airlines any day.",mas
Jan Willem t,"The transfer at KLIA went easy, the information about which terminal and gate was clear. The boarding procedure went fast and friendly, the cabin crew was friendly and efficient. The short flight was at schedule. Nothing negative about this flight.",mas
Iain C,"I have flown with many airlines world wide and Malaysia Airlines is the worst by far and I haven't even flown yet. I should have stopped before booking due to the poor and confusing website but didn't. Not long after booking 4 flights, they changed 2 of them to different days…",mas
Sean C,How can an airline not allow baby strollers on separate from parents baggage allowance. Worst customer service who were rude and arrogant. How can you not allow a stroller on the plane and force someone to check in their baby stroller when it is needed once the plane lands.,mas
Troy B,"Though I took a short flight from Manila to Kuala Lumpur, staying at the Golden Lounge Regional for my long layover to Phuket was well worth the business class tickets. Plus, the flights were on-time all the way.",mas
F A,"The presentation and adverts were promissing flat beds, but on this flight the seats were standard Premium Economy. Subsequently chatting with customer service, this was not denied, but there was no apology or offer of compensation. Furthermore, if you want their Enrich points,…",mas
Nicola H,Our luggage did not arrive in Kathmandu and without the tireless help of Mingma Sherpa we would never have been able to do our trek. There was never any explanation for our luggage not being on our airplane! We waited 2 days for it. On the return journey from Kathmandu to Kuala…,mas
Moosa S,Poor service eind poor experience overall. A sad decline for once a great airline. Will not travel or recommend anyone. Food was below average. Check in experience was horrible and do not let me start on the airport staff in Kuala Lumpur. Better take Singapore or Thai if you are…,mas
ahmadf617,My son who is wheel-chaired bound and autistic was afforded amazing hospitality from check-in at KLIA until we boarded our car at Kuching International Airport. My wife and I have always been apprehensive whenever we bring our 23 year old autistic and wheel-chair bound son on…,mas
